2900001575201, 34224.0, No
1591016439575, -1.0, Yes
2900000476042, 15039.0, Yes
1590142197076, -1.0, Yes
2900001436410, 15039.0, No
1590140304506, -1.0, Yes
1591014637324, 15039.0, Yes
1590151103907, 15039.0, No
1590142201162, 10060.0, No
1590140306678, -1.0, Yes
1591015420000, -1.0, Yes
1590151835808, 10060.0, No
2900001092012, 14431.0, No
2900002932416, 15039.0, No
1590151103907, 14330.0, No
1591013471721, 30170.0, Yes
1591015480745, 15039.0, No
2900001215688, 30170.0, No
1595151866807, 10080.0, No
1592015059993, -1.0, Yes
1592015013285, 15039.0, No
2900001234399, 15039.0, No
1591015506575, 15012.0, No
1595151915963, 15012.0, No
1591016517778, -1.0, Yes
1590142201148, 14177.0, No
2900002944495, -1.0, Yes
1592015058781, 14126.0, No
1590142203104, -1.0, Yes
1590142149853, 10080.0, No
2900000855502, -1.0, Yes
1592015058781, 14177.0, No
2900000124974, 10038.0, No
2900001067881, -1.0, Yes
1596160058337, -1.0, Yes
2900000179417, -1.0, Yes
18654692914, -1.0, Yes
1590142213981, -1.0, Yes
2900001067911, -1.0, Yes
1591016517778, 11219.0, No
1594140460286, -1.0, Yes
2900000284333, -1.0, No
2900000124974, -1.0, Yes
2900000401495, 14186.0, No
1591015600815, 11114.0, No
2900000345300, -1.0, Yes
18554652702, -1.0, Yes
2900002932416, -1.0, Yes
1591040462983, 11219.0, No
1591016517921, 11114.0, No
2900000884007, 11114.0, No
1591015097233, 11114.0, No
1595130081566, 11114.0, No
2900000178106, 11114.0, No
1591016174353, 11106.0, No
2900003107363, 11154.0, No
2900001432658, 14509.0, No
2900003116822, 14509.0, No
1590142751995, 14509.0, No
2900000125261, 14509.0, No
1590151472782, 10062.0, No
15963883482, 10062.0, No
1590140306678, 10062.0, No
1591016440328, 10062.0, Yes
1591015519216, 10062.0, No
2900000416307, 15026.0, No
2900000884007, 15026.0, No
2900000308312, -1.0, Yes
1590142150507, -1.0, No
2900000840164, 14509.0, No
2900000245914, 30253.0, No
13325038116, 15012.0, Yes
1590142213981, 15012.0, Yes
1591016162466, 15012.0, No
1590151076256, -1.0, Yes
2900000934474, -1.0, Yes
2900002934304, 15012.0, No
1590142197076, 15012.0, No
1590142201162, 15012.0, Yes
2900000864498, -1.0, Yes
2900000448520, 15094.0, Yes
1593150463515, 15094.0, No
2900001211239, 15094.0, No
2900000125261, 11036.0, No
2900000936997, 15094.0, Yes
1592015058781, -1.0, Yes
2900000416307, 15012.0, No
15963883482, 14333.0, Yes
1591015218485, 14333.0, No
1591015184407, 14333.0, No
2900002932416, 14333.0, Yes
1590142514866, 15094.0, No
2900001050500, -1.0, No
1591015452933, 15094.0, No
1591016170300, 15094.0, No
2900001270199, -1.0, Yes
1590142194327, 11165.0, No
2900002934342, -1.0, Yes
2900001432658, 30337.0, No
2900001215688, 15012.0, No
2900000404731, 15012.0, No
1591016517778, 15012.0, No
1591013877134, 11026.0, No
2900001578363, 33009.0, No
1590140308030, -1.0, Yes
2900000941830, 14366.0, No
1592015046818, 15012.0, No
2900000418073, 14519.0, No
1592015058781, 14519.0, No
2900002933918, 14366.0, No
1590142516068, -1.0, Yes
1590140308214, 15066.0, No
1590142213981, 14322.0, No
1591020742401, 15012.0, No
2900001215688, 14366.0, No
1590142518307, 14366.0, No
1592013087615, -1.0, No
1591013877134, 14322.0, No
2900002969559, -1.0, Yes
2900002937503, 11224.0, No
2900000124974, 11224.0, No
1591015218485, 11094.0, No
2900000138056, 14509.0, No
2900001419826, 14145.0, No
1591015184407, 30060.0, No
2900000255463, 14126.0, No
2900000874145, -1.0, Yes
1590151427355, -1.0, Yes
1591015483951, 14123.0, No
1591015454210, 10060.0, No
2900001451932, 10060.0, No
2900001435116, 14123.0, No
1592015013285, 10060.0, No
2900001663823, -1.0, Yes
2900001068833, -1.0, Yes
2900000864498, 14123.0, No
1591016440328, -1.0, Yes
1590142204569, -1.0, No
2900000394940, -1.0, Yes
2900000840164, -1.0, Yes
2900000416307, -1.0, Yes
1590142213189, -1.0, Yes
2900000390256, -1.0, Yes
1591015112424, -1.0, Yes
2900001463379, -1.0, No
2900001432658, 30258.0, No
1591016440328, 15083.0, Yes
1591016517778, 11026.0, No
1595140489499, 15083.0, No
1590142191722, -1.0, No
2900000210790, 15039.0, Yes
2900000451452, 15039.0, No
13864739266, 15094.0, No
1590142128124, 14442.0, No
1591020377344, 15039.0, No
1590142205993, 11152.0, No
2900000256637, 15039.0, No
1591015600815, 14539.0, No
1590142203104, 15094.0, No
1591015454562, 14189.0, No
2900001575201, -1.0, Yes
1595151631146, -1.0, Yes
2900000490130, 15039.0, No
2900002934342, 30017.0, No
1590142151689, -1.0, Yes
2900002933024, -1.0, Yes
2900001309639, 14355.0, No
1591016174353, -1.0, Yes
2900003120607, 14112.0, No
2900000203457, 14112.0, No
1591013766650, -1.0, Yes
2900000418073, 14268.0, No
2900003106502, 14268.0, No
13864739266, 14268.0, No
1590140308030, 34214.0, No
2900001568630, 33054.0, No
1591016411137, -1.0, Yes
1590130817948, -1.0, Yes
6222021615010082737, -1.0, Yes
1591015218485, 11106.0, No
1591015088262, 11079.0, No
2900001216616, -1.0, Yes
1591015454210, -1.0, No
1590142151689, 11057.0, No
2900001090605, 11106.0, No
2900000125261, -1.0, Yes
2900001550246, 30559.0, No
1590142151689, 14251.0, No
2900001568630, 14251.0, No
2900002937503, 30170.0, No
1590140304506, 30170.0, Yes
1590142176521, 14177.0, No
2900001216616, 11079.0, No
1592015046818, 14455.0, No
2900000936997, 14455.0, No
2900002932416, 11100.0, No
2900002933918, 11100.0, No
1592015046818, 14268.0, No
2900000330863, 11221.0, No
1592015059993, 15039.0, Yes
1591015327590, 15039.0, No
2900000203457, 30170.0, No
2900000307377, 14051.0, No
1591016440328, 15094.0, No
2900002542837, 11046.0, No
2900000308312, 15001.0, No
